"Grabkomplex";"Grabnummer";"Grabbezeichnung";"Grabbeschreibung";"Grabcharakter";"Graberhaltung";"Grabausrichung";"Grabniveau";"Grubenlänge";"Grubenbreite";"Grubentiefe";"Grabkammer";"Grabkammerlänge";"Grabkammerbreite";"Mehrfachbestattung";"Grabberaubung";"Verziegelung des Bodens";""Brandschicht"";"Holzwände";"Holzdecke";"Holzboden";"Steinwände";"Steindecke";"Steinboden";"Steinpackungsdurchmesser";"Besonderheiten";"Arch_Geschlechtsbestimmung"
3023;2762;"Grab 10";"Eingetiefte Körperbestattungn ö der Hügelmitte, offensichtlich mit Resten von Holzeinbauten; störte Grab 4, Verhältnis zu Grab 8 unklar";"3";3;19;2;2,20;0,60;;1;;;0;0;0;0;0;0;0;0;0;0;;0;0
3023;2763;"Grab 12";"Eingetiefte Körperbestattungn n der Hügelmitte, offensichtlich mit Resten von Holzeinbauten";"3";3;19;2;2,60;1,10;;1;2,20;0,50;0;0;0;0;0;0;0;0;0;0;;0;0
3023;2764;"Grab 14";"Skelettreste, nnw der Hügelmitte";"3";3;19;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
3023;2765;"Grab 16";"1,2 m unter gewachsenen Boden eingetiefte Nachbestattung, die Erstbestattung offenbar vollkommen zerstörte [Orientierung mit starker Tendenz nach WNW]; durch Grab 8 und evtl. 2 gestört bzw. geschnitten, ebenso durch HaD3-zeitliche Bestattung von Forrer; o";"3";3;4;2;4,20;1,80;;1;2,30;0,60;0;0;0;0;0;0;0;0;0;0;;0;0
3023;2766;"Grab 17";"Eingetiefte Körperbestattung, s der Hügelmitte";"3";3;19;2;;1,00;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
3023;2767;"Grab 19";"Eingetiefte Körperbestattungn s der Hügelmitte am Hügelrand, offensichtlich mit Resten von Holzeinbauten und Keramikbeigabe";"3";3;19;2;2,10;0,90;;1;1,90;0,50;0;0;0;0;0;0;0;0;0;0;;0;0
3023;2768;"Grab 20";"Eingetiefte Körperbestattung, ssö der Hügelmitte am Hügelrand";"3";3;19;2;2,50;0,50;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
3023;2769;"Grab 21";"Eingetiefte Körperbestattungn wnw der Hügelmitte, offensichtlich mit Resten von Holzeinbauten";"3";3;19;2;3,10;1,00;;1;;;0;0;0;0;0;0;0;0;0;0;;0;0
3024;2770;"Zentralgrab";"Wohl leicht eingetiefte Kammer, die sich noch durch die eingesunkene Steinpackung zu erkennen gab; darüber weitere Steinpackung; Grab dennoch bereits antik bis auf geringe Reste beraubt";"2";3;9;2;;;0,50;2;8,00;5,00;0;1;0;0;0;0;0;0;1;0;10,50;0;0
3024;2771;"Bestattung A";"Körperbestattung, nnö der anzunehmenden Hügelmitte, in 2,4 m T.; Holzkammer vollständig, Skeltt in Resten erhalten; am Fußende 3 Keramikgefäße";"3";2;19;1;;;;1;2,30;0,74;0;0;0;0;1;1;1;0;0;0;;0;0
3024;2772;"Bestattung B";"Körperbestattung, nö der anzunehmenden Hügelmitte, in 2,4 m T.; Reste einer hölzernen Bodenlage erhalten; Skelettreste, am Fußende 2 Keramikgefäße";"3";2;19;1;;;;1;2,30;0,50;0;0;0;0;0;0;1;0;0;0;;0;0
3024;2773;"Bestattung C";"Zentral bis fast auf gewachsenen Boden eingetiefte Körpernachbestattung, angeblich darüber und darunter Steinplatten (die oben dachförmig geneigt); Skelettreste; rechts des Schädels Lanzenspitze";"3";3;7;1;;;;4;;;0;0;0;0;0;0;0;0;1;1;;0;1
3024;2774;"Bestattung D";"Zentral bis fast auf gewachsenen Boden eingetiefte Körpernachbestattung, angeblich darüber und darunter Steinplatten; Skelettreste; als Beigabe nur 1 Knochenring";"3";3;5;1;;;;4;;;0;0;0;0;0;0;0;0;1;1;;0;0
3024;2775;"Bestattung E";"Körperbestattung, wsw der anzunehmenden Hügelmitte, auf dem gewachsenen Boden, unter Steinpackung; Reste einer hölzernen Bodenlage erhalten; Skelettreste, rechts des Schädels Lanzenspitze";"3";2;19;1;;;;1;2,00;0,50;0;0;0;0;0;0;1;0;1;0;;0;1
3024;2776;"Bestattung F";"Körperbestattung, s der anzunehmenden Hügelmitte in 1,5 m T.; von Holzkammer hatten sich noch Bodenbretter und Längswände erhalten, Skelett nur in wenigen Spuren; rechts des Schädels 3 Lanzenspitzen";"3";2;19;1;;;;1;2,55;1,00;0;0;0;0;1;0;1;0;0;0;;0;1
3025;2777;"Grab 2";"Von mächtigen Steinblöcken überdeckte Nachbestattung, zerstörte ältere Erstbestattung fast völlig; Skelett gut erhalten [Orientierung laut schematischem Plan nach SO, nach Photo nach SSO], mit ungeborenem Fetus und angewinkeltem Arm; mit reichem Trachtsch";"3";2;9;1;;;;4;;;0;0;0;0;0;0;0;0;1;0;;0;3
3026;2778;"Grabkammer";"Wohl Grabkammer (nur indirekt erschließbar); in SO-Ecke Keramikbeigaben, Leichenbrandstreuung von 0,6 m Dm. im NO";"2";1;4;3;;;0,00;2;2,30;1,50;0;0;0;0;0;0;0;0;0;0;;0;0
3027;2779;"Brandgrab";"Mit Steinbrocken überdeckte Grube [Orientierung unsicher, da widersprüchlich], Steinpackung auch im nw Teil; im s Teil 8 Keramikgefäße auf engem Raum beieinander, daneben Leichenbrand";"1";2;9;2;1,90;1,30;;3;;;0;0;0;0;0;0;0;0;1;0;;0;0
3028;2781;"Brandgrab";"Grube, ""deren Wände teilweise mit Steinen ausgekleidet waren, während der südöstliche Teil eine Steinplattendecke aufwies. Für die Beigaben war am Südostende eine Grube von etwa 80 cm Durchmesser ausgehoben worden. 7 Gefäße gehören zur Ausstattung"", Leich";"1";1;4;2;1,40;1,00;;3;;;0;0;0;0;0;0;0;1;1;0;;0;0
3029;2782;"Zentralgrab";"Zentral gelegene, eingetieftes Grube, keine Holzkammerreste nachweisbar, fast komplett beraubt; gestörte Skelettreste und Fibel";"2";3;13;2;2,75;1,45;;2;;;0;1;0;0;0;0;0;0;0;0;;0;2
3031;2783;"Grab";"Körperbestattung unter kleinem Steinpflaster; ö davon Scherbenpflaster [zugehörig?]";"4";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;1;0;;0;0
3032;2785;"Grab";"""In der Mitte [des Hügels] kleine Brandplatte von 1,2 auf 1,5 m, Boden gebrannt. Am SW-Rand auf kleiner Fläche loser Leichenbrand, dabei ein Scherbenpflaster eines Gefäßes.""";"4";3;9;1;;;;4;;;0;0;1;1;0;0;0;0;0;0;;0;0
3033;2786;"Grab";"""0,2 m unter der Oberfläche ein etwa rechteckiger, 3 auf 3,3 m großer, lose gesetzter Steinsatz aus größeren Muschelkalkplatten, darunter ein ordentlich erhaltenes, gestrecktes Skelett""; w des Oberkörpers 4 Keramikgefäße";"4";3;14;1;;;;4;;;0;0;0;0;0;0;0;0;1;0;3,15;0;0
3034;2787;"Grab";"""Auf dem Hügelgrundeine längliche, 1,3 auf 1,9 m große Brandplatte mit hart gebrannter Bodenfläche. Etwa in deren Mitte ausgelesener Leichenbrand auf einem Häufchen. S und O davon ein großes Scherbenpflaster mehrerer Gefäße, W einige große Einzelscherben ";"2";3;9;3;;;0,00;4;;;0;0;1;1;0;0;0;0;0;0;;0;0
3035;2788;"Grab";"""In Hügelmitte unregelmäßige Brandplatte, Boden gebrannt, mit Holzkohle. In der zipfelartig ausgezogenen NO-Ecke der Brandplatte ausgelesener Leichenbrand auf einem Häufchen. S davon Scherbenpflaster von Gefäßen.""";"2";3;9;3;;;0,00;4;;;0;0;1;1;0;0;0;0;0;0;;0;2
3036;2789;"Grab";"""Im Hügel eine unregelmäßige Brandplatte mit viel Holzkohle. In deren N-Teil ausgelesener Leichenbrand auf einem Häufchen. S und O des Leichenbrandes ein großes Scherbenpflaster, darunter auch 2 ineinandergestellte, reich gemusterte abgetreppte Teller. Am";"2";3;14;3;;;0,00;2;;;0;0;1;1;0;0;0;0;0;0;;0;0
3037;2790;"Grabkammer";"Eingetieftes Kammergrab [Orientierung nach SSW mit sehr starker Tendenz nach S] ohne Hinweise auf Holzeinbauten; s an die Kammer angschließend Raubschacht; Beraubung des Leichnams (und nur dieser), während Knochen noch teilweise im Sehnenverband waren (re";"2";3;14;2;2,80;2,80;;2;2,80;2,80;0;1;0;0;0;0;0;0;0;0;;0;1
3039;2792;"Zentrale Brandbestattung";"Brandgrab, wohl in Kammer unter einer Steinpackung: ""In der Mitte, auf der Sohle des Hügels, fand sich eine Brandschicht mit Leichenbrandschüttung einer erwachsenen, eher weiblichen Person, darin Trachtzubehör, mehrere ganze Gefäße sowie Scherbenkomplexe""";"2";3;9;3;;;0,00;2;;;0;0;0;1;0;0;0;0;1;0;6,00;0;3
3040;2793;"Zentralbestattung";"Wohl Grabkammer, evtl. leicht eingetieft [H. des Hügels und T. der Bestattung differieren leicht]; ""Brandschicht"", im W Schwert (Spitze im N) mit Ortband, im O einige Keramikgefäße; im S weitere Gefäßreste und Tierknochen [und menschliche Reste?]";"2";3;9;3;;;0,00;2;;;0;0;0;1;0;0;0;0;0;0;;0;1
3041;2795;"Zentrale Brandbestattung";"""Im Hügelzentrum fand sich eine wohl eingetiefte Brandbestattung in 1,8-2 m T. [bei Hügelh. von 1,4 m] auf und in einer mächtigen Brandschicht mit Leichenbrandschüttung einer erwachsenen Person. Leichenbrand fand sich weiterhin in zwei Gefäßen am ö und w ";"2";3;9;2;;;0,50;2;;;0;0;0;1;0;0;0;0;1;0;6,00;0;0
3047;2796;"Bestattung 2";"Wohl Nachbestattung in W-Hälfte des Hügels, oberhalb eines Steinkreissegments: Brandschicht mit Leichenbrandschüttung, darin und darauf Keramikgefäße und Metallbeigaben";"3";3;9;1;;;;4;;;0;0;0;1;0;0;0;0;0;0;;0;0
3049;2797;"Grab";"Wohl Grabkammer [Maße sehr grob geschätzt], darin gut erhaltenes Skelett mit Nadel im W, im O umfangreiche Keramikbeigabe";"2";3;5;1;;;;2;2,00;1,60;0;0;0;0;0;0;0;0;0;0;;0;3
3050;2798;"Grabkammer";"Wohl Grabkammer, von mehrlagiger Steinpackung überdeckt, die am Rand teilweise dachziegelartig übereinander geschichtet waren; an W-Wand gut erhaltenes Skelett mit reichem Trachtschmuck und bis zu den Schultern hochgebogenen Armen; an O-Wand Geschirrsatz,";"2";2;5;3;;;0,00;2;2,30;2,30;0;0;0;0;0;0;0;0;1;0;4,00;0;3
3051;2799;"Grabkammer";"Hölzerne Grabkammer [evtl. in Blockbautechnik, wie es nach Plan scheint] unter einer Steinpackung; in n Hälfte massive Ascheschicht [aber wohl nur verbrannte Steine, kein verziegelter Boden], darin Leichenbrand, verbrannte Keramikscherben und zerschmolzen";"2";2;13;3;;;0,00;1;2,50;2,50;0;0;0;1;1;0;0;0;1;0;;0;0
3052;2800;"Grabkammer";"Wohl Grabkammer, von Steinen umstellt; an W-Wand Skelett, rechter Arm mit Armring in Beckenregion liegend; an O-Wand 6 Keramikgefäße";"2";3;5;1;;;;2;;;0;0;0;0;0;0;0;0;1;0;;0;0
3053;2801;"Grabkammer";"Wohl Grabkammer unter Steinpackung (ca. 2,6 x 2 m): ""An der Ostseite der rechteckigen Kammer fand sich ein Geschirrsatz von 16 Gefäßen; in der Mitte Reste eines Tierskeletts; in der Nordwestecke eine Gefäß, daneben zwei eiserne, gegabelte Tüllenaufsätze m";"2";2;13;3;;;0,00;2;;;0;0;0;0;0;0;0;0;1;0;2,30;0;1
3054;2802;"Grabkammer";"Wohl Grabkammer unter Steinpackung (2,5 x 1,25 m) im Hügelzentrum: ""An der Ostseite der Grabkammer befand sich ein Geschirrsatz von 20 Gefäßen; nordwestlich davon die Reste eines Tierskeletts. An der Westseite der Kammer fand sich die Leichenbrandschüttun";"2";2;13;3;;;0,00;2;;;0;0;0;0;0;0;0;0;1;0;1,90;0;1
3055;2803;"Grabkammer";"Wohl Grabkammer im Hügelzentrum, vereinzelte Steine könnten ansonsten zerstörte Steinpackung andeuten; ""An der Nord- und Ostseite fand sich ein Geschirrsatz von 19 Gefäßen; westlich davon die Reste eines Tierskeletts ohne Kopf. In der Nordwestecke lagen d";"2";2;13;3;;;0,00;2;;;0;0;0;0;0;0;0;0;0;0;;0;1
3056;2804;"Brandgrab";"Brandgrab mit Eisenschwert";"4";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;1
3057;2805;"Grab";"Grab unter Steinpackung, u. a. Stufenschale mit je 2 randlich aufgesetzten Miniataruschalen und Tonvögeln [nach Reichenberger gehört das Tonpferdchen nicht in Grab 24, sondern in Brandgrab 27, dabei Bronzenadel, Tierknochen und Keramikgefäße]";"4";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;1;0;;0;0
3058;2806;"Grab";"Wohl in Resten nachweisbare hölzerne Grabkammer, Körperbestattung, ö und w davon Gefäßreste [deshalb evtl. tatsächlich Nachbestattung?]; Tierknochenreste von Schwein, Rind, Schaf";"4";3;9;1;;;;1;;;0;0;0;0;1;0;0;0;0;0;;0;0
3059;2807;"Brandgrab";"Von Steinen umstelltes und mit Steinplatte abgedeckte Grube: ""Im Inneren standen drei Gefäße, zum Teil mit Leichenbrand gefüllt. In einer Leichenbrandschüttung neben den Gefäßen lagen Bronzen und eine Tonklapperkugel."", in Urne außerdem mitverbrannte Bäre";"1";3;9;2;1,30;1,30;;3;;;1;0;0;0;0;0;0;1;1;0;;0;4
3060;2808;"Brandgrab";"Mit Leichenbrand gefülltes Gefäß, neben Stele [eingetieft?]";"1";2;9;1;;;;3;;;0;0;0;0;0;0;0;0;0;0;;0;0
3061;2809;"Brandgrab";"Gefäß mit Leichenbrand, daneben ""Leichenbrandschüttung"", darin Armring";"1";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
3062;2810;"W Skelett";"Wohl Körpernachbestattung, w in oder über der Grabkammer der Erstbestattung; gestörtes Skelett mit Trachtschmuck, mit unter dem Becken verschränkten Unterarmen; in Beckengegend Reste eines 9-10monatigen Fetus";"3";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;3
3063;2811;"Brandgrab";"In ringförmiger Steinsetzung Gefäß mit Leichenbrand";"1";3;9;1;;;;4;;;0;0;0;0;0;0;0;1;0;0;;0;0
3064;2812;"Grab";"Beigabenlose Körperbestattung eines ca. 3monatigen Säuglings, dabei verschiedene Tierknochen [zugehörig?]";"4";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;0
3065;2813;"Brandgrab";"Lang-rechteckige flache Grube; im NO Fragmente von 4 Gefäßen, in Verfüllung außerdem Besatzpunkt; in Verfüllung Leichenbrand";"1";3;5;2;1,72;0,84;0,18;3;;;0;0;0;0;0;0;0;0;0;0;;0;0
3066;2814;"Brandgrab";"Grube, in der Verfüllung Holzkohle und Leichenbrand und sekundär gebranntes Gefäße; etwas nw der Mitte auf dem Boden umgedrehtes Keramikgefäß mit Leichenbrand";"1";3;5;2;0,78;0,70;0,36;3;;;0;0;0;0;0;0;0;0;0;0;;0;0
3067;2815;"Brandgrab";"Stark gestörte Grube, in der Verfüllung etwas Holzkohle und Leichenbrand und Gefäßfragmente; in O-Hälfte Gefäßfragment";"1";3;9;2;0,60;0,52;0,20;3;;;0;0;0;0;0;0;0;0;0;0;;0;0
3068;2816;"Brandgrab";"Rundliche Grube, mit viel Holzkohle und Leichenbrand verfüllt; in der Mitte der N-Hälfte auf Grubenboden Leichenbrandkonzentration; keine Funde";"1";3;9;2;0,46;0,42;0,18;3;;;0;0;0;0;0;0;0;0;0;0;;0;0
3069;2817;"Brandgrab";"Gestörte Grube, mit etwas Holzkohle und Leichenbrand verfüllt; in Grubenmitte Gefäßunterteil mit Leichenbrand, umgeben von schmalem Streifen mi viel Holzkohle";"1";3;9;2;0,83;0,63;0,23;3;;;0;0;0;0;0;0;0;0;0;0;;0;0
3070;2818;"Brandgrab";"Flache Grube, im unteren Bereich Verfüllungsschicht mit Holzkohle, im oberen Bereich Verfüllung mit Leichenbrand und etwas Holzkohle und Gefäßfragmenten; an tiefster Stelle umgedrehtes Gefäß, darin Leichenbrand und weitere Gefäßfragmente";"1";3;5;2;1,06;0,86;0,33;3;;;0;0;0;0;0;0;0;0;0;0;;0;0
3071;2819;"Brandgrab";"Kreisrunde, flache Grube, gestört; in der Verfüllung Leichenbrand, Holzkohle und Gefäßfragmente; in O- und W-Hälfte jeweils Fragmente eines Gefäßes";"1";3;9;2;0,48;0,45;0,16;3;;;0;0;0;0;0;0;0;0;0;0;;0;0
3072;2820;"Brandgrab";"Rundliche Grube, oberflächlich gestört; innerer, dunklerer Bereich der Verfärbung (Dm. 0,78-0,7 m) mit Holzkohle und etwas Leichenbrand; darin Gefäße; nach außen hellerer Bereich mit wenig Holzkohle; in dunkler Verfärbung 2 Kegelhalsgefäße dicht beieinand";"1";3;9;2;1,38;1,10;;3;;;0;0;0;0;0;0;0;0;0;0;;0;0
3073;2821;"Brandgrab";"Rundliche, flache Grube, stark gestört; Verfüllung mit Leichenbrand; im S an tiefster Stelle Keramikgefäß mit Leichenbrandkonzentration";"1";3;9;2;0,90;0,90;0,12;3;;;0;0;0;0;0;0;0;0;0;0;;0;0
3074;2822;"Brandgrab";"Runde Grube mit steilen Wänden; in der Verfüllung Holzkohle, Leichenbrand und Keramikfragmente; am Grubenboden umgedrehtes Keramikgefäß, darin mis zum Boden Leichenbrand, 2 Bronzeringchen und Armband";"1";2;9;2;0,42;0,39;0,34;3;;;0;0;0;0;0;0;0;0;0;0;;0;3
3075;363;"Grab II/1";"Keine Spuren einer Grabgrube; im Humus Stelle mit Leichenbrand";"4";3;9;1;;;;4;;;0;0;0;0;0;0;0;0;0;0;;0;2
3076;364;"Grab II/2";"Runde Grube mit konkaver Sohle; oberer Teil der Grube unbeobachtet entfernt; in Grubenmitte, 0,05 m über Sohle Urne mit Leichenbrand, Holzkohle und Beigaben";"1";3;9;2;0,30;0,30;;3;;;0;0;0;0;0;0;0;0;0;0;;0;2
3077;365;"Grab II/3";"Runde Grube mit senkrechten Wänden und flacher Sohle, w Teil unbeobachtet entfernt; im S Urne mit Leichenbrand in Sohle eingetieft; in Verfüllung Asche und verstreuter Leichenbrand und zahlreiche Gefäßscherben";"1";3;9;2;0,50;0,50;;3;;;0;0;0;0;0;0;0;0;0;0;;0;2
3078;366;"Grab II/4";"Runde Grube, oberer Teil unbeobachtet entfernt; in Grubenmitte, oberhalb der Sohle Urne mit Leichenbrand";"1";3;9;2;0,45;0,45;;3;;;0;0;0;0;0;0;0;0;0;0;;0;2
3079;367;"Grab II/5";"Eingetiefte Körperbestattung unter unbeobachtet entfernter Steinplatte; Skelett schlecht erhalten; s davon Schälchen";"1";3;9;2;;;;4;;;0;0;0;0;0;0;0;0;1;0;;0;2
3080;368;"Grab II/6";"Unregelmäßige Grube mit spitz zulaufender Sohle, oberer Teil unbeobachtet entfernt; im SW, 0,1 m über Sohle Urne mit Leichenbrand; weiterer Leichenbrand in Grube verstreut";"1";3;9;2;0,50;0,40;;3;;;0;0;0;0;0;0;0;0;0;0;;0;2
3081;369;"Grab II/7";"Ovale Grube, oberer Teil unbeobachtet entfernt; im SW Leichenbrand";"1";3;14;2;0,30;0,15;;3;;;0;0;0;0;0;0;0;0;0;0;;0;2
3082;357;"Grab I/3";"Grube, knapp nnw des Kreisgrabens; oberer Teil unbeobachtet abgegraben; im w Teil der Grube Urne, 0,07 m über der Sohle; in der nächsten Umgebung Holzkohle und 2 Kalksteine (Keilsteine?); einzelner Tierzahn";"1";3;9;2;;;;3;;;0;0;0;0;0;0;0;0;0;0;;0;2
3083;359;"Grab I/4";"Länglich-ovale Grube, knapp n von Kreisgraben; oberer Teil unbeobachtet abgegraben; in der Verfüllung kiesiger Lehm und Holzkohle; ausgelesener Leichenbrand in mit Scherbe abgedeckter Urne im SW und in Verfüllung verstreut";"1";3;6;2;0,70;0,35;;3;;;0;0;0;0;0;0;0;0;0;0;;0;2
3084;360;"Grab I/5";"Runde Grube mit senkrechten Wänden und flacher Sohle, teilweise von einer Kalksteinplatte abgedeckt; im oberen Teil der Füllung in Umgebung weitere Kalksteinbrocken; im unteren Grubenteil Holzkohle und Leichenbrand verstreut; auf dem Grubengrund mehrere G";"1";5;9;2;0,60;0,60;0,50;3;;;0;0;0;0;0;0;0;0;1;0;;0;2
3085;362;"Grab I/9";"Ovale Grube, wnw des Kreisgrabens, oberer Teil unbeobachtet abgegraben; Verfüllung mit Humus, Kies und viel Asche, darin Keramikscherben; in der Mitte der Grube, 0,1 m oberhalb der Sohle Urne mit Leichenbrand, darin Nadel mit Spitze im NW";"1";3;7;2;0,55;0,40;;3;;;0;0;0;0;0;0;0;0;0;0;;0;1
3086;340;"Grab I/10";"Gestörtes Brandgrab, wnw des Kreisgrabens; keine Spur einer Grabgrube";"1";3;9;1;;;;3;;;0;0;0;0;0;0;0;0;0;0;;0;2
3087;341;"Grab I/11";"Ovale Grube mit senkrechten Wänden und unebener Sohle, knapp nw des Kreisgrabens; oberer Teil unbeobachtet abgegraben, Grube aber wohl mit 0,2 m dicker Kalksteinplatte abgedeckt [Stele?]; Grubenfüllung aus Asche und Leichenbrand; darin Tierknochen, verstr";"1";5;5;2;1,00;0,80;;3;;;0;0;0;0;0;0;0;0;1;0;;0;2
3088;342;"Grab I/12";"Ovale Grube, n des Kreisgrabens; teilweise unbeobachtet abgetragen; Einfüllung aus Lehm und Asche, im Bereich der Urne im S reine Asche; ausgelesener Leichenbrand in Urne und in Füllung verstreut; in Urne Beigaben; Bronzefragment auch außerhalb der Urne";"1";3;13;2;0,70;0,45;;3;;;0;0;0;0;0;0;0;0;0;0;;0;2
3089;343;"Grab I/13";"Grube mit schräger O-, senkrechter W-Wand und ebener Sohle, wnw des Kreisgrabens; Verfüllung aus Kies, Lehm und Asche; ausgelesener Leichenbrand in Urne und in Verfüllung verstreut; angeschmolzene Bronzefragmente (Armring?) in Verfüllung";"1";2;4;2;0,75;0,65;;3;;;0;0;0;0;0;0;0;0;0;0;;0;2
3090;344;"Grab I/14";"Unregelmäßig geformte Grube, nnw weit außerhalb des Kreisgrabens; oberer Teil unbeobachtet entfernt; Verfüllung aus Lehm und Asche, in der Grubenmitte reine Asche; im oberen Teil der Verfüllung Kalksteine; in der Verfüllung Leichenbrand und Bronzeblechfra";"1";3;9;2;0,70;0,70;;3;;;0;0;0;0;0;0;0;0;1;0;;0;2
3091;345;"Grab I/15";"Ovale Grube, nnw weit außerhalb des Kreisgrabens; oberer Teil unbeobachtet entfernt; Verfüllung aus Lehm; in Grubenmitte, 0,08 m über Grubensohle Urne mit Leichenbrand, weiterer Leichenbrand in Verfüllung";"1";3;13;2;0,70;0,60;;3;;;0;0;0;0;0;0;0;0;0;0;;0;2
3092;346;"Grab I/16";"Runde Grube mit schrägen Wänden und unebener Sohle, n weit außerhalb des Kreisgrabens; oberer Teil unbeobachtet entfernt; Verfüllung aus Kies, Asche und Leichenbrand";"1";3;9;2;0,50;0,50;;3;;;0;0;0;0;0;0;0;0;0;0;;0;2
3093;347;"Grab I/17";"Runde Grube mit steilen Wänden und flacher Sohle, nnw weit außerhalb des Kreisgrabens; oberer Teil durch Gräbchen gestört; Verfüllung aus Asche; 0,05 m über der Grubensohle Urne mit Leichenbrand und Asche und Gürtelhaken";"1";3;9;2;0,35;0,35;;3;;;0;0;0;0;0;0;0;0;0;0;;0;2
3094;348;"Grab I/18";"Runde Grube mit konkaver Sohle, nnw weit außerhalb des Kreisgrabens; oberer Teil unbeobachtet entfernt; in Grubenmitte, 0,05 m über Sohle Urne mit Leichenbrand; Scherben desselben/-gleichen Gefäßes in Grab I/19";"1";5;9;2;0,40;0,40;;3;;;0;0;0;0;0;0;0;0;0;0;;0;2
3095;349;"Grab I/19";"Langovale Grube mit konkaver Sohle, nnw weit außerhalb des Kreisgrabens; oberer Teil unbeobachtet entfernt; in der Einfüllung Kalksteine und Leichenrand; Scherben desselben/-gleichen Gefäßes in Grab I/18";"1";3;7;2;0,50;0,30;;3;;;0;0;0;0;0;0;0;0;1;0;;0;2
3096;350;"Grab I/22";"Runde Grube mit flacher Sohle, wnw weit außerhalb des Kreisgrabens; oberer Teil unbeobachtet entfernt; in Grubenmitte, 0,05 m über Sohle Urne mit Leichenbrand";"1";3;9;2;0,40;0,40;;3;;;0;0;0;0;0;0;0;0;0;0;;0;2
3097;351;"Grab I/23";"Runde Grube mit unebener Sohle, nw weit außerhalb des Kreisgrabens; oberer Teil unbeobachtet entfernt; Verfüllung aus Asche; im SW Sohle Urne mit Leichenbrand, darin Ohrring; weiterer Leichenbrand in Verfüllung verstreut, ebenso angeschmolzene Bronzefragm";"1";3;9;2;0,45;0,45;;3;;;0;0;0;0;0;0;0;0;0;0;;0;3
3098;352;"Grab I/24";"Ovale Grube, knapp n des Kreisgrabens; Verfüllung aus Kies und Asche, darin Leichenbrand";"1";2;7;2;0,45;0,35;;3;;;0;0;0;0;0;0;0;0;0;0;;0;2
3099;353;"Grab I/25";"Ovale Grube mit runder Sohle, wnw weit außerhalb des Kreisgrabens; oberer Teil unbeobachtet entfernt; im SO, 0,1 m über Sohle Urne mit Leichenbrand; darin 2 Knochenperlen und 1 -stäbchen; in der Verfüllung Keramikscherben";"1";3;4;2;0,55;0,35;;3;;;0;0;0;0;0;0;0;0;0;0;;0;2
3100;354;"Grab I/27";"Langovale Grube mit flacher Sohle, nw weit außerhalb des Kreisgrabens; oberer Teil unbeobachtet entfernt; Verfüllung mit wenig Holzkohle und Leichenbrand und Keramikscherben";"1";3;5;2;0,70;0,40;;3;;;0;0;0;0;0;0;0;0;0;0;;0;2
3101;355;"Grab I/28";"Ovale Grube, w weit außerhalb des Kreisgrabens; oberer Teil unbeobachtet entfernt; im S Urne mit Leichenbrand, darum Ascheschüttung (?); in Urne Kleingefäß; weitere Keramikscherben wohl aus Verfüllung";"1";3;5;2;0,65;0,50;;3;;;0;0;0;0;0;0;0;0;0;0;;0;2
3102;356;"Grab I/29";"Ovale Grube mit konkaver Sohle, w weit außerhalb des Kreisgrabens; oberer Teil unbeobachtet entfernt; in Grubenmitte, 0,12 m über Sohle Urne mit Leichenbrand; weitere Keramikscherben wohl aus Verfüllung";"1";3;13;2;0,60;0,50;;3;;;0;0;0;0;0;0;0;0;0;0;;0;2
3103;358;"Grab I/30";"Ovale Grube, weit n des Kreisgrabens, wahrscheinlich gestört; ausgelesener Leichenbrand in Urne im S, ö davon unbestimmbares Gefäß; in Verfüllung verstreuter Leichenbrand und Tierknochen";"1";3;7;2;0,75;0,55;;3;;;0;0;0;0;0;0;0;0;0;0;;0;2
3104;2594;"Grab I/2";"Ovale Grube, die wsw Innenseite des Kreisgrabens schneidet (also jünger als dieser); Einfüllung kiesig-humos mit Asche, darin Leichenbrand, Keramikscherben und wohl auch Tierknochen verstreut";"1";2;15;2;0,60;0,50;;3;;;0;0;0;0;0;0;0;0;0;0;;0;0
3106;2823;"Brandgrab";"Brandgrab mit Steinsetzung von 16 x 15 cm";"1";3;9;2;;;;3;;;0;0;0;1;0;0;0;0;1;0;;0;0
3107;2824;"Brandgrab";"Brandgrab mit 7 Gefäßen";"1";3;9;2;1,20;0,92;;3;;;0;0;0;0;0;0;0;0;0;0;;0;0
3108;2825;"Brandgrab";"Brandgrab mit 5 Gefäßen, 1 Bronzenadel und 1 Bronzering";"1";3;9;2;1,22;0,89;;3;;;0;0;0;0;0;0;0;0;0;0;;0;0
3109;2826;"Brandgrab";"Brandgrab, u. a. mit Armring [nach Dm. Kindergrab], dabei mehrere Keramikgefäße";"1";3;9;2;;;;3;;;0;0;0;0;0;0;0;0;0;0;;0;0
3110;2827;"Brandgrab";"Brandgrab, darin Bronzefund und mindestens 2 Keramikgefäße; Urne war umgedreht";"1";3;9;2;;;;3;;;0;0;0;0;0;0;0;0;0;0;;0;0
