"Katalognummer";"Fundplatznummer";"Fundplatzcharakter";"Fundplatzbeschreibung";"X";"Y";"Lokalitätsnummer";"Gemarkung";"Flurname";"Hügelzahl";"Publikationsqualität";"Objektlokalisation";"Ältere_Hallstattzeit";"Jüngere_Hallstattzeit";"Neolithikum";"Bronzezeit";"Urnenfelderzeit";"Latènezeit";"Römische_Kaiserzeit";"Frühmittelalter";"Mittelalter";"Neuzeit"
1370;672;1;"Gräber, geborgen von E. Gminder in seiner Kiesgrube um die Jahrhundertwende; spätbronze-, uk-, hallstattzeitliche und frühmittelalterliche Funde";3516000;5372000;723;;"'Auwiesenäcker'";;3;0;0;1;0;1;1;1;0;0;0;0
1371;567;1;"Gruppe von ehemals wohl mindestens 15 Hügeln (zerstört oder stark verschliffen), 1200 m s von Ort; Grabung von 6 Hügeln von Geometer Schäfer 1824-26, 1838 von Gayler, Lesefunde 1852; wohl hallstatt- und frühlatènezeitliche Gräber [Dokumentation nicht verw";3515000;5376000;723;"Rommelsbach";"'Bühlen'";15;3;1;0;1;0;0;0;1;0;0;0;0
1372;3005;3;"Körperbestattung, entdeckt 1988 beim Pflügen; Notbergung erbrachte keine verwertbaren Befunde";3406000;5344000;2150;"Oberhausen";"'Schelmenkopf'";;3;1;0;0;0;0;0;0;0;0;0;0
1373;2095;1;"Gruppe von 3 Hügeln, nö von Ort (in Literatur auch unter 'Hügelsheim' geführt); Grabung von Wagner 1884; auch frühlatènezeitliche Funde";3435000;5405000;1804;"Söllingen";"'Bannwald'";3;3;1;0;1;0;0;0;1;0;0;0;0
1374;2096;2;"Grabhügel, 800 m sw vom Heiligenbuck (b. Hügelsheim) (in Literatur auch unter 'Hügelsheim' geführt); Grabung 1881; auch neuzeitliche Gräber";3433000;5406000;1804;"Söllingen";"'Niederfeld'";1;3;1;0;1;0;0;0;0;0;0;0;1
1375;1724;2;"Grabhügel, 1500 m ö der Kirche von Schlingen; Fundmeldung S. Guggenmos 1985: Einzelner Grabhügel mit Lesescherben der Hallstattzeit am S-Rand des Hügels und 20 m nw davon; Literatur: OA LfD";3623000;5316000;1200;;"'Etzgrube'";;3;1;0;0;0;0;0;0;0;0;0;0
1376;2259;1;"Gruppe von 26 Hügeln (45 nach Pätzold), auf der Basis einer breiten, ins Schambachtal vorspringenden Zunge, 1200 m w von Ort und 100 m w Pkt. 453; auch bronzezeitliche Funde; Dm. 8-17 m, H. 0,3-1,8 m";3698000;5426000;22;"Buch";"'Im Zahler'";45;3;1;0;1;0;1;0;0;0;0;0;0
1377;1751;1;"Kleine Gruppe von 4 Hügeln; Notgrabung 1987; Nekropole wohl weitgehend vollständig ausgegraben, zumindest im N, O, S; zügige Ausgrabung mit großflächiger Freilegung erlaubte keine Anlage von Profilschnitten; zahlreiche Siedlungsfunde aus früherer + später";3692000;5433000;22;"Deising";"'Irrlachwiesen'";4;1;1;0;1;0;0;0;0;0;0;0;0
1378;1749;1;"Gräberfeld, sö von Riedenburg; 1987-1990 Notgrabung, die nur relativ begrenzten Abschnitt erfaßte; vor allem bronzezeitliche Bestattungen, gefunden wurden aber auch einige hallstattzeitliche Gräber; sehr gute Erhaltungsbedingungen";3698000;5428000;22;"Emmerthal";;;1;1;1;1;0;1;0;0;0;0;0;0
1379;2264;1;"Gruppe von ehemnals wohl mehr als 50 verschleiften Hügeln, 600 m s von Ort, 100-180 m ö des alten Altmühlufers (Ausgrabungsstelle heute im Bereich des Main-Donaukanals); Grabung 1860 von J. Ulrich, wohl an derselben Stelle Notgrabungen 1978 unter schwieri";3697000;5430000;22;"Haidhof";;50;1;1;1;1;0;0;0;0;0;0;0;0
1380;2263;1;"Gruppe von 'Steindeckengräbern', unmittelbar an der Altmühlstraße bei km 23,837 und etwa 250 m sö (Torbrügge Taf. 177,6), 1550-1800 m osö von Ort (Kp.); 1954 beim Straßenbau angeschnitten und teilweise zerstört, Nachuntersuchung eines Grabes vom LfD [Beob";3694000;5431000;22;"Meihern, Oberhofen";"'Straßäcker', 'Heubergäcker'";;3;1;0;1;0;0;0;0;0;0;0;0
1381;2262;4;"Wohl verschleifter Grabhügel, am w Fuße des Spekelsberges am ö Talrand der Altmühl; Lesefunde 1934 mit Aufdeckung von Skelettresten";3696000;5431000;22;"Oberhofen";"'Kiesgrube M. Riedel'";;3;1;0;0;0;0;0;0;0;0;0;0
1382;2282;1;"Gruppe von 'Steindeckengräbern', ca. 250 m w von Pillhausen am n Hang des Altmühltales; wenig sorgfältige Grabung von J. Maurer (LfD) 1913; hallstatt- und vereinzelte latènezeitliche Funde";3702000;5426000;22;"Pillhausen (Kastlhof)";;;2;1;0;1;0;0;0;1;0;0;0;0
1383;2267;1;"Gruppe von mindestens 7 'Steindeckengräbern', ca. 300 m osö der Emmerthaler Kapelle (Wegkreuzung) und 50 m n der Straße Riedenburg-Kelheim; Zerstörung einiger Gräber 1914, daraufhin Notgrabung des LfD (J. Maurer) [nach Torbrügge Bericht wenig zuverlässig]";3699000;5428000;22;"Prunn";;7;2;1;1;1;0;1;0;1;0;0;0;0
1384;2283;1;"Wohl 'Steindeckengräber', auf der schmalen, untersten Terrasse am ö Hang des Altmühltales gegenüber der Schambachmündung; 1885 wurden Gräber angeschnitten; früh-, mittelbronze- und hallstattzeitliche Funde";3697000;5428000;22;"Sankt Anna";;;3;1;1;0;0;1;0;0;0;0;0;0
1385;2288;1;"Mehrere Grabhügel, nicht mehr sicher zu lokalisieren; Grabung von J. Naue (oder Mittelsmännern) 1894 und 1896; bronze-, hallstatt- und latènezeitliche Funde";3692000;5427000;22;"Thann";;;3;0;0;0;0;1;0;1;0;0;0;0
1386;11;1;"Sorgfältig und komplett ausgegrabenes + ausgewertetes Gräberfeld, gelegen auf schwach gewölbtem Sandrücken im Überschwemmungsbereich der Altmühl; insgesamt sehr gut erhalten; ausgegraben in mehreren Kampagnen 1986-1991; in der Nähe/wohl identisch (s. Niku";3695000;5430000;22;"Untereggersberg";"'Furthwiesen'";34;1;1;1;1;0;0;0;1;0;0;0;0
1387;1536;2;"Grabhügel ""Fuchsenbühl"", 1300 m w der Kirche in Riedenheim; Raubgrabung (mit Planierraupe!) 1971, Ausgrabung 1978, 1979";3569000;5492000;1101;;"Waldabt. 'Roth'";1;2;1;0;1;0;0;0;0;0;0;0;0
1388;1538;1;"Gruppe von 35 Hügeln, 2300 m nw der Kirche in Ort (Ausdehnung 400 x 400 m); Ausgrabung Maurer 1913; Dm. 8-20 m, H. 0,2-1 m [hier könnte eine Verwechslung vorliegen, da Abels keine Grabungen nennt, umgekehrt Nr. 3 'Simmringerpfad' in der Datenbank nicht au";3566000;5494000;1101;"Stalldorf";"Waldabt. 'Altstraße'";35;3;1;0;0;0;0;0;0;0;0;0;0
1389;2524;1;"Gruppe von 8 Hügeln, 2300 m wnw der Kirche von Ort; Grabungen 1913 von Maurer und 1919 von Hock (je 1 Hügel); späthallstatt- und mittelbronzezeitliche Funde; Dm. 10-18 m, H. 0,3-1,5 m";3566000;5494000;1101;"Stalldorf";"Waldabt. 'Simmringerpfad'";8;3;1;0;1;0;1;0;0;0;0;0;0
1390;1537;1;"Gruppe von 17 Hügeln, 1900 m w der Kirche in Stalldorf; Ausgrabung Maurer 1926 (1 Hügel); Dm. 8-12 m, H. 0,3-0,5 m";3566000;5493000;1101;"Stalldorf";"Waldabt. 'Sulzstock'";17;3;1;0;0;0;0;0;0;0;0;0;0
1391;1723;1;"Gruppe von noch etwa 35 von ehemals 67 Hügeln, 500 m nnw der Kirche von Ort; 1886 wurden von K. Flacho 2 Hügel ausgegraben, 1881/82 vom Museum Kaufbeuren 2 Hügel. Aus diesen alten Grabungen liegen Funde der Hallstattzeit und einer latènzeitlichen Nachbest";3622000;5313000;1200;"Zellerberg";"'Tennlehen' ('Tannlehen')";67;3;1;1;0;0;0;0;1;0;0;0;0
1392;2089;1;"Brandgräberfeld, nicht mehr lokalisierbar; angeschnitten 1944 beim Bau eines Panzergrabens";3407000;5336000;1810;;;;3;0;0;0;0;0;0;0;0;0;0;0
1393;2866;1;"2 Grabhügelgruppen von ehemals mindestens 42 Hügeln, beiderseits der Straße nach Lothdorf [Lokalisation schwierig]; Grabungen on J. Naue evtl. 1887 (37 Hügel); vor allem spätbronzezeitliche Bestattungen (Riegsee-Gruppe!), aber in einem Hügel auch hallstat";3669000;5286000;2079;;"'Holzlüß', 'Schnecken'";42;3;1;0;0;0;1;0;0;0;0;0;0
1394;2864;1;"Gruppe von mindestens 6 Hügeln, w von Straße von Aidling nach Ort; Grabung von J. Naue (6 Hügel); u. a. Eisenschwert";3668000;5288000;2079;;"'Ödenlaich'";6;3;1;1;0;0;0;0;0;0;0;0;0
1395;2865;1;"3 kleinere Grabhügelgruppen, ö von Straße von Ort nach Aidling; Grabung von J. Naue evtl. 1887 (17 Hügel)";3668000;5287000;2079;;"'Rücken'";;3;1;1;1;0;0;0;0;0;0;0;0
1396;2863;1;"Angeblich Grabhügelgruppe, hart w der Straße von Ort nach Riegsee; Grabung von Naue";3668000;5288000;2079;"Aidling";;;3;1;0;1;0;0;0;0;0;0;0;0
1397;2862;1;"Gruppe von etwa 10 Hügeln, sö von Ort [Lokalisation etwas unsicher]; Grabungen evtl. 1883 von J. Naue (3 Hügel)";3669000;5288000;2079;"Aidling";"'Lacheget'";10;3;1;1;0;0;0;0;0;0;0;0;0
1398;2251;1;"Gruppe von ehemals 16 Hügeln, 2000 m onö von Ort und 300 m ö km 5 der Straße Riekofen-Pfatter; Lesefunde 1868 oder 1869; Dm. noch bis 16 m, H. bis 1 m; zahlreiche Hügel sehr flach, abgetragen, gekesselt oder ganz zerstört";3746000;5426000;1421;;"'Lehelwäldchen', Abt. 'Buchrainerwiesen'";16;3;1;0;0;0;0;0;0;0;0;0;0
1399;2252;1;"Gruppe mit mindestens 14 Hügeln (ehemals wohl mehr), 1375 m nö von Ort und 200 m ö von Pkt. 328,4; Lesefunde 1876, weitere im davorliegenden Ackerland 1994; hallstatt- und latènezeitliche Funde; Hügel größtenteils sehr flach (bis 1 m), nur ein Hügel noch ";3746000;5426000;1421;;"'Prellholz'";14;3;1;0;1;0;0;0;1;0;0;0;0
1400;2695;4;"Evtl. Grabfund, 750 m ö von Ort; Keramik entdeckt 1950 in einem Entwässerungsgraben";3606000;5416000;1991;"Goldburghausen";"'Schellenwiesen'";;3;1;0;0;0;0;0;0;0;0;0;0
1401;1435;1;"Wohl 2 verebnete Grabhügel, ca. 900 m nö der Kirche in Ort; Zerstörung 1926 bei Baumaßnahmen, weiteres Grab 1954/56 ebenfalls bei Baumaßnahmen zerstört";3570000;5525000;1102;;"'Austraße 55'";;3;1;0;0;0;0;0;0;0;0;0;0
1402;2441;1;"Gruppe von 7 Hügeln, 1800 m ö der Kirche von Haldenwang; einer der Hügel wurde 1934 untersucht: Er enthielt Reste eines Wagens, Wandteile einer Bronzeblechsitula u.a., Ha D. Dieser Hügel liegt auf Gmkg. Roßhaupten. Aus einem anderen Hügel stammen Funde de";3609000;5368000;1191;"Roßhaupten, Haldenwang";"Wald 'Bruckkern'";7;3;1;0;1;0;1;0;0;0;0;0;0
1403;2954;3;"Grabfund, auf einem Acker; Notbergung des LfD 1990; Reste einer Urne mit Leichenbrand";3739000;5300000;2122;"Geiging";;;3;0;0;0;0;0;0;0;0;0;0;0
1404;1463;1;"Gruppe von 6 Hügeln, 2400 m sö der Kirche von Röllbach; Ausgrabung W. Conrady 1888 (1 Hügel); Dm. 6-10 m, H. 0,4-1 m; wohl hallstattzeitlich";3520000;5513000;1022;;"Waldabt. 'Erbi', 'Radstein'";6;3;1;0;0;0;0;0;0;0;0;0;0
1405;580;1;"Gruppe von mindestens 62 Hügeln, 1500 m onö von Ort; Grabungen von v. Föhr, Dorn und Wunderlich [Katalog von Zürn nicht nach Befunden auswertbar], Lesefunde nach evtl. Zerstörung eines Hügels 1987; auch uk-zeitliche Funde";3542000;5373000;731;"Zainingen";"'Au' ('Almand')";62;1;1;1;1;0;0;1;0;0;0;0;0
1406;3057;1;"Brandgrab, am nö Ortsrand beim Sportplatz; Lesefunde 1949, Grab 1966 beim Kiesabbau entdeckt";3733000;5309000;2197;"Westerndorf St. Peter";"'Peterfeld'";;2;1;1;0;0;0;0;0;0;0;0;0
1407;2721;1;"Gruppe von etwa 20 Hügeln, 1000 m s von Lenkerstetten; Grabung 1837 von Hammer (4 Hügel), 1865 von v. Hölder (2 Hügel)";3572000;5455000;2000;"Beimbach";"Wald 'Espich' (Wald 'Oberholz')";20;3;1;0;1;0;0;0;0;0;0;0;0
1408;2915;1;"Gruppe von 9 Hügeln, 1500 m sw von Hilgartshausen; Grabung 1955 von Schülern; hallstattzeitliche Scherben";3577000;5458000;2000;"Brettheim";"Wald 'Rohrbach'";9;3;1;0;0;0;0;0;0;0;0;0;0
1409;2996;1;"Wohl verschleifte Grabhügel, 800-900 m n-nnw der Kirche von Ort; Lesefund von Bronzearmringen 1977/1978, an der Fundstelle auch schwache Erhebungen (Grabhügel?)";3582000;5469000;2144;"Bettenfeld";;;3;1;0;0;0;0;0;0;0;0;0;0
1410;1383;1;"Gruppe von 16 Hügeln, 2300 m sö der Kirche von Heidenfeld; Fundbergung A. Breuer ca. 1971 bei Baumaßnahmen, Grabung des LfD 1973 (1 Hügel), 1975 (1 Hügel); Dm. 7-20 m, H. 0,5-1,1 m; auch bronzezeitliche Funde";3589000;5536000;1068;"Heidenfeld";"Waldabt. 'Marbach'";16;3;1;0;0;0;1;0;0;0;0;0;0
1411;2743;4;"Wohl Grabfund, evtl. aus Grabhügel; näheres nicht bekannt";3495000;5371000;668;;"'Grafenhalde' ('Martinsberg')";;3;0;0;1;0;0;0;0;0;0;0;0
1412;729;1;"Gräber, am nö Stadtrand; entdeckt 1905";3495000;5372000;668;;"'Haus Paradeis' (Seebronner Str. 4)";;3;1;0;1;0;0;0;0;0;0;0;0
1413;753;1;"Gräberfeld mit 78 Hügeln und 109 Brandgrubengräbern, im Neubaugebiet, etwa 125 x 85 m umfassend (nach NW ist unbekannte Zahl von Gräbern wohl bereits wegerodiert); Grabungen seit 1984; sehr gut erhaltene Befunde (Kreisgräben, unterschiedlich konstruierte ";3496000;5372000;668;;"'Lindele-Ost'";78;2;1;1;1;0;0;1;1;1;0;0;0
1414;528;1;"Gruppe von mindestens 2 Hügeln, auf einer leichten Anhöhe 1300 m ö von Ort; Grabungen um 1844 und 1893 vom Schultheiß von Baisingen, jeweils im größeren Hügel [nach Gerdsen 1876]; Lit.: Fundber. Schwaben 1, 1893, 15; Prähist. Bl. 5, 1893, 54; ebd. 6, 1894";3485000;5374000;668;"Baisingen";"'Krieger'";2;3;1;1;1;0;0;0;0;0;0;0;0
1415;2057;1;"2 Grabhügel, 2000 m n von Baisingen, ein Hügel auf Markung Mötzingen; Grabung eines Hügels 1876 vom Grundbesitzer";3484000;5376000;668;"Basingen, Mötzingen";"'Krieger'";2;3;1;1;0;0;0;0;0;0;0;0;0
1416;2744;1;"3 Grabhügelgruppen, 2000 m osö von Ort (im wesentlichen auf Gmgk. Hailfingen liegend); Grabung wohl vor 1898, 1929 von Riek, Raubgrabung 1961 (hallstattzeitlichen Fibeln mit angeblich latènezeitlichem Messer und Keramik)";3492000;5376000;668;"Hailfingen, Seebronn";"Wald 'Rot'";;3;1;0;1;0;0;0;1;0;0;0;0
1417;1544;1;"Gruppe von ca. 16 fast völlig verebneten Hügeln, 2700 m sö der Kirche St. Kilian in Röttingen; Ausgrabungen 1936 u.1937 des LfD (W. Huber) (9 Hügel); daraus Funde der mittleren Bronzezeit und der Hallstattzeit";3572000;5485000;1103;;"'In der Maßnahme' ('Bürgerwald')";16;3;1;0;0;0;1;0;0;0;0;0;0
1418;1539;1;"2 Hügel, 800 m wnw der Kirche in Ort; Ausgrabung 1913 von Maurer (evtl. auch G. Hock) (1 Hügel); auch uk-zeitliche Funde";3572000;5489000;1103;"Aufstetten";"Waldabt. 'Wasserholz'";2;3;1;0;0;0;0;1;0;0;0;0;0
1419;1543;1;"Gruppe von mindestens 11 Hügeln, verteilt auf 3 Untergruppen, 700 m onö der Kirche in Ort; Ausgrabung eines Hügel 1982; Dm. 6-14 m, H. 0,3-1 m";3574000;5489000;1103;"Aufstetten";"Waldabt. 'Weidig'";11;3;1;0;0;0;0;0;0;0;0;0;0
1420;3021;1;"Gruppe von 6 Hügeln, am Rand der B27 [muß wohl heißen: ""B14""]; angegraben 1997, Ausgrabung 1998";3471000;5338000;736;;"'Beckenhölzle'";6;2;1;1;1;0;0;0;0;0;0;0;0
1421;737;3;"Körperbestattung, 3000 m n von Ort; entdeckt 1930 beim Bau der Bahnlinie: Körperbestattung in Steinkiste; HaD-Funde";3472000;5340000;736;;"'Neckarburg'";;3;1;0;1;0;0;0;0;0;0;0;0
1422;589;1;"Gruppe von 6 Hügeln, ca. 500 w vom Vaihinger Hof, 1500 m n von Ort, nahebei 2 Viereckschanzen; Grabung 1832 vom Rottweiler Altertumsverein (1 Hügel), Lesefunde 1959 und 1964; Lit.: Fundber. Schwaben N. F. 18 II 1967, 67f.";3478000;5341000;736;"Neukirch";"'Vaihinger Wald'";6;3;1;0;1;0;0;0;0;0;0;0;0
1423;1818;2;"Ehemals einzelner, bereits stark verpflügter Hügel 545 m n des Bahnhofes von Rückersdorf auf im N von Wald, im SO von Bahnlinie begrenzter, heute überbauter Ackerflur; Grabung von J. Wunder (NHG Nürnberg) 1903 [Hügel bereits so stark überpflügt, daß keine";3662000;5487000;1261;;"'Entensee'";1;3;1;0;1;0;0;0;0;0;0;0;0
1424;921;1;"Gruppe von etwa 7 Hügeln, 700 m ssw von Ortsmitte; angetrichtert + teilweise zerstört; nachuntersucht 1928; HaD";3677000;5564000;833;"Zettlitz";"'Auf der Kerrleite'";7;3;1;0;1;0;0;0;0;0;0;0;0
1425;655;2;"Grabhügel, 2000 nö von Ort; 1840 abgetragen; Körperbestattungen mit Bronzearmringen";3497000;5409000;689;;"'Hennenhäusle'";;3;0;0;1;0;0;0;0;0;0;0;0
1426;3118;3;"Brandgrab, nicht mehr zu lokalisieren; im Bereich einer Kiesgrube geborgen; Urne mit etwas Leichenbrand";3715000;5422000;2214;;;;3;0;0;0;0;0;0;0;0;0;0;0
1427;1277;1;"Gruppe von mindestens 11 verebneten Hügeln, 1000 m ssw der Kirche von Saal; Lesefunde um 1930, Wiederauffindung U. Faust 1968; Grabungen 1974, 1976, 1978; HaD-Funde; Lit.: Heimat-Jahrb. Landkreis Rhön-Grabfeld 1, 1979, 161ff. [gelesen; wie Wamser 1981/82]";3596000;5576000;1048;;"'Höcker' ('Centberg', 'Vorderholz')";11;3;1;0;1;0;0;0;0;0;0;0;0
1428;1282;3;"Siedlungsfunde und möglicherweise ein Grabfund, 900 m nw der Kirche von Ort; Auffindung Wüstling und Züchner 1994";3598000;5580000;1048;"Waltershausen";"'Junkershausener Weg'";;3;1;0;0;0;0;0;0;0;0;0;0
1429;2042;1;"Gruppe von mindestens 20 Hügeln, 1000 m ö von Ort; alle Hügeln in zahlreichen Untersuchungen angegraben; neben hallstatt- auch frühlatènezeitliche Funde (u. a. mehrere Eisenschwerter); Lit.: Korrbl. Westdt. Zeitschr. Gesch. 10, 1891, 289ff.; ebd. 11, 1892";3523000;5293000;1828;;"'Hardtwald'";20;2;1;1;1;0;0;0;1;0;0;0;0
1430;3055;1;"Gräber, 500 m s von Salz; Grabreste im Bereich eines merowingerzeitlichen Reihengräberfeldes; u. a. HaD-Fibel in vermutlicher Tasche eines Grabes";3586000;5575000;2196;;"Waldabt. 'Hofholz', 'Arzenbach'";;3;1;0;1;0;0;0;0;0;1;0;0
1431;3106;3;"Körperbestattung, am Westfuß des Hohberges, gegenüber der Bahnstation; 1908 bei Bauarbeiten zerstört; u. a. Lignitarmringe";3397000;5332000;1837;"Jechtingen";"'Gaishorn'";;3;1;0;0;0;0;0;0;0;0;0;0
1432;2037;1;"Gruppe von 2 Hügeln, 1500 m nö von Ort; Ausgrabung 1981; 2 reichere Gräber mit noch 6 kreisförmig angeordneten Nachbestattungen; HaC/HaD1? (u. a. Armringe mit Kugelkopfenden und Alb-Hegau-Keramik)";3398000;5333000;1837;"Jechtingen";"'Hinterer Hohberg'/'Hinterer Hochberg'";2;3;1;1;0;0;0;0;0;0;0;0;0
1433;2036;3;"Grab, 1700 m w von Ort; 1944 durch Panzergraben zerstört; Lit.: Bad. Fundber. 18, 1948-50, 251f.";3395000;5332000;1837;"Jechtingen";"'Humberg'";;3;1;0;0;0;0;0;0;0;0;0;0
1434;2916;1;"2 Grabhügel, 800 m wsw von Rudolfsberg; Grabung des Forstamtes 1926, mit hallstattzeitlichen Scherben";3581000;5447000;2101;;"'Spitalwald'";2;3;1;0;0;0;0;0;0;0;0;0;0
1435;2885;2;"Grabhügel [isoliert?], ö von Ort, s der Ringwallanlage [genaue Lokalisation etwas unsicher]; Lesefunde";3684000;5320000;2087;"Hohenschäftlarn";"'Klosterforst'";1;3;1;1;0;0;0;0;0;0;0;0;0
1436;2999;3;"Brandflachgrab, angeschnitten 1973 und vom LDA geborgen";3408000;5314000;2147;"Wolfenweiler";"'Rebling'";;3;0;1;1;0;0;0;0;0;0;0;0
1437;2285;1;"Angeblich Gruppe von 10 Hügeln, Lesefunde";3690000;5423000;1436;;"'Wilhelmberg'";10;3;0;0;1;0;0;0;0;0;0;0;0
1438;681;1;"Gruppe von ca. 8 Hügeln, 1600 m onö von Ort; Grabungen 1882 und 1923 von Pfarrer Aich; Lit.: Fundber. Schwaben N. F. 2, 1922-24, 15";3523000;5327000;742;;"Wald 'Luppenhau' ('Gerechtigkeit Deschler')";8;3;1;0;1;0;0;0;0;0;0;0;0
1439;2679;2;"Grabhügel, ö der Ziegelei; daraus Bronzeringe";3555000;5335000;1985;"Aßmannshardt";"'Wasserghan'";;3;0;0;1;0;0;0;0;0;0;0;0
1440;2939;1;"Grabhügel, n von Ort; Bergung einer hallstattzeitlichen Nachbestattung 1985, weitere Grabung 1989 (Hügel mit doppeltem Steinkranz und -packung)";3654000;5423000;2113;"Schernfelder Forst";"'Brändten' ('Hägedorn')";;3;0;0;0;0;0;0;0;0;0;0;0
1441;780;2;"Angepflügter Grabhügel; daraus 1993 Lesefunde von hallstattzeitlicher Keramik [evtl. identisch mit bei Schwarz 1955, 57 Nr. 1 erwähnten ehemaligen Grabhügel?]";3646000;5540000;764;;;;3;0;0;0;0;0;0;0;0;0;0;0
1442;745;1;"Gruppe von 15-20 Hügel, 400-600 m nordwestlich des Ortes; davon ein Grabhügel bei Verlegung einer Fernwasserleitung 1983 angegraben; anschließend fachmännische Bergung mit aufschlußreichen Funden und Befunden; HaC-HaD-Funde; ältere Grabungen 1827 von Haas";3647000;5540000;764;"Demmelsdorf";"'Demmelsdorfer Lohe'";18;1;1;1;1;0;0;0;0;0;0;0;0
1443;784;4;"Wohl zerstörtes Grab; 1996 Lesefunde von graphitierter Keramik, Leichenbrand + ortsfremden Kalksteinen";3648000;5542000;764;"Ehrl";"'Fpl. 1853'";;3;0;0;0;0;0;0;0;0;0;0;0
1444;771;4;"Wohl verschleiftes Grab, sw von Ort; Lesefunde 1991";3649000;5535000;764;"Neudorf";;;3;1;0;0;0;0;0;0;0;0;0;0
1445;761;1;"Reste eines verschleiften Grabhügelfeldes, angezeigt durch zahlreiche hallstattzeitliche Keramikscherben; Lesefunde 1981, 1997 [Identität der von Abels genannten Fundstellen nicht sicher]";3650000;5540000;764;"Würgau";;;3;0;0;0;0;0;0;0;0;0;0;0
1446;824;1;"Guppe von ca. 15-20 Hügeln, 1600 m nw von Ortsmitte; vollständig zerstört, Untersuchungen in 1. Hälfte 19. Jh.; HaC-LtA";3646000;5539000;764;"Zeckendorf";"'Zeckendorfer Lohe'";18;3;1;1;1;0;0;0;1;0;0;0;0
1447;2795;1;"Grabhügelgruppe, ö von Ort; Grabung 1894 (3 Hügel); HaD-Funde";3640000;5335000;2040;"Haltenberg";"'Westerholz'";;3;1;0;1;0;0;0;0;0;0;0;0
1448;2796;1;"Gruppe von 167 Hügeln, sö von Ort; Grabung 1903 von Kurat Frank und J. Naue (1 Hügel), 1970 vom LfD; HaC-Funde";3640000;5334000;2040;"Haltenberg";"'Westerholz', Abt. 'Saubogen'";167;3;1;1;0;0;0;0;0;0;0;0;0
1449;1579;1;"2 Grabhügel, 600 m ö-osö der Kirche von Ort; im Sommer 1972 unbefugterweise angetrichtert. Aus einem Grabhügel stammt hallstattzeitliche Keramik, darunter eine ergänzbare bauchige Kegelhalsurne mit geometrischer Schulterverzierung sowie kalzinierte Knoche";3667000;5372000;1115;;"Waldabt. ' Weizenau'";2;3;1;1;0;0;0;0;0;0;0;0;0
1450;631;2;"Grabhügel, 1200 m onö von Ort; Grabung um 1908 vom Reutlinger Altertumsverein";3518000;5385000;642;;"'Lehenbühl'";1;3;1;0;1;0;0;0;0;0;0;0;0
1451;2068;1;"Mehrere Grabhügel, nicht näher zu lokalisieren; bronze-, hallstatt- und latènezeitliche Funde";3713000;5463000;1329;;;;3;0;0;0;0;1;0;1;0;0;0;0
1452;2066;1;"Gruppe von 2 grossen Hügeln, 2725 m ssö von Ort und 200 m n von Pkt. 441, 70 m ö des Fahrweges Archenleiten-Lanzenried; Grabungen von Gendarmeriekommandant Groh 1864 in beiden Hügeln [Dokumentation offensichtlich nicht verwertbar], Störung 1979, Nachunter";3714000;5461000;1329;;"'Archenleiten'";2;3;1;0;1;0;1;0;1;0;0;0;0
1453;2067;1;"Mehrere Grabhügelgruppen im Wald, aus einer bronze-, hallstatt- und latènezeitliche Funde; nicht mehr zu lokalisieren und nähere Umstände unbekannt";3714000;5462000;1329;;"'Archenleiten'";;3;0;0;1;0;1;0;1;0;0;0;0
1454;2063;2;"Grabhügel, nicht sicher lokalisierbar (in Literatur auch unter 'Illkofen, Gde. Schwarzenthonhausen, Ldkr. Parsberg' bekannt); daraus evtl. Wagengrab";3714000;5464000;1329;"Markhof";;1;3;0;0;0;0;0;0;0;0;0;0;0
1455;2931;4;"Wohl Grabfund (6 gleichartige Bronzeringe), 400 m s von Hof; herausgeackert um 1940";3757000;5334000;2106;"Schachen";;;3;1;0;1;0;0;0;0;0;0;0;0
1456;1829;1;"Gruppe von etwa 10 locker gestreuten Hügeln auf Albhochfläche ca. 750 m w der Kirche von Oberkrumbach (in Literatur auch unter Oberkrumbach geführt); Grabungen durch NHG Nürnberg 1901 (J. Wunder), 1919, 1925 (K. Hörmann); neben bronze- und urnenfelderzeit";3673000;5493000;1262;"Siegersdorf";"Waldabt. 'Weidenschlag'";10;2;1;1;1;0;1;0;0;0;0;0;0
1457;3085;1;"Gruppe von mindestens 20 Hügeln, nw von Ort; Grabungen vor 1875 (2 Hügel), 1944 (3 Hügel), 1980 (1 Hügel); hauptsächlich uk- und frühmittelalterliche, aber auch HaD-Funde (wohl von einem zerstörten Grab)";3482000;5342000;2206;;"'Neidlinger'";20;1;1;0;1;0;0;1;0;0;1;0;0
1458;656;2;"Grabhügel, ca. 1700 m wsw von Ort; Grabungen um 1926 von Oberlehrer Kepler und 1975 vom LDA";3503000;5390000;690;;"Wald 'Bührleshau', Abt. 'Am Stein'";1;2;1;0;1;0;0;0;0;0;0;0;0
1459;2797;1;"Gruppe von 14 Hügeln, n von Ort, hart ö der Straße nach Landsberg; angeblich Hallstattkeramik aus einem Hügel";3656000;5327000;2041;;"'Weingarten'";14;3;1;0;0;0;0;0;0;0;0;0;0
1460;2777;1;"Gruppe von 37 Hügeln, w von Ort, s der Amper; Grabung 1874 von Fr. Hartmann (11 Hügel)";3664000;5336000;2031;;"'Bruckenleich'";37;3;1;0;0;0;0;0;0;0;0;0;0
